4K8K频道,#genre#
NewTV-哒啵电竞,http://192.168.2.131:35455/itv/1000000006000032327.m3u8?cdn=ystenlive
NewTV-哒啵赛事,http://192.168.2.131:35455/itv/1000000001000003775.m3u8?cdn=ystenlive

IHOT,#genre#

iHOT-爱电竞,http://192.168.2.131:35455/itv/6000000006000230630.m3u8?cdn=wasusyt
iHOT-爱谍战,http://192.168.2.131:35455/itv/6000000006000070630.m3u8?cdn=wasusyt
iHOT-爱动漫,http://192.168.2.131:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
iHOT-爱都市,http://192.168.2.131:35455/itv/6000000006000080630.m3u8?cdn=wasusyt
iHOT-爱怀旧,http://192.168.2.131:35455/itv/6000000006000260630.m3u8?cdn=wasusyt
iHOT-爱经典,http://192.168.2.131:35455/itv/6000000006000060630.m3u8?cdn=wasusyt
iHOT-爱科幻,http://192.168.2.131:35455/itv/6000000006000020630.m3u8?cdn=wasusyt
iHOT-爱科学,http://192.168.2.131:35455/itv/6000000006000160630.m3u8?cdn=wasusyt
iHOT-爱浪漫,http://192.168.2.131:35455/itv/6000000006000040630.m3u8?cdn=wasusyt
iHOT-爱历史,http://192.168.2.131:35455/itv/6000000006000150630.m3u8?cdn=wasusyt
iHOT-爱旅行,http://192.168.2.131:35455/itv/6000000006000250630.m3u8?cdn=wasusyt
iHOT-爱奇谈,http://192.168.2.131:35455/itv/6000000006000270630.m3u8?cdn=wasusyt
iHOT-爱青春,http://192.168.2.131:35455/itv/6000000006000100630.m3u8?cdn=wasusyt
iHOT-爱赛车,http://192.168.2.131:35455/itv/6000000006000240630.m3u8?cdn=wasusyt
iHOT-爱体育,http://192.168.2.131:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
iHOT-爱玩具,http://192.168.2.131:35455/itv/6000000006000220630.m3u8?cdn=wasusyt
iHOT-爱喜剧,http://192.168.2.131:35455/itv/6000000006000010630.m3u8?cdn=wasusyt
iHOT-爱悬疑,http://192.168.2.131:35455/itv/6000000006000050630.m3u8?cdn=wasusyt
iHOT-爱幼教,http://192.168.2.131:35455/itv/6000000006000180630.m3u8?cdn=wasusyt
iHOT-爱院线,http://192.168.2.131:35455/itv/6000000006000030630.m3u8?cdn=wasusyt
爱谍战,http://192.168.2.131:50001/TVOD/6000000006000070630/wasusyt/index.m3u8$7.2M1080_华数
爱谍战,http://192.168.2.131:50001/TVOD/2000000004000000038/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱动漫,http://192.168.2.131:50001/TVOD/6000000006000280630/wasusyt/index.m3u8$7.2M1080_华数
爱动漫,http://192.168.2.131:50001/TVOD/2000000004000000059/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱都市,http://192.168.2.131:50001/TVOD/6000000006000080630/wasusyt/index.m3u8$7.2M1080_华数
爱怀旧,http://192.168.2.131:50001/TVOD/6000000006000260630/wasusyt/index.m3u8$7.2M1080_华数
爱经典,http://192.168.2.131:50001/TVOD/6000000006000060630/wasusyt/index.m3u8$7.2M1080_华数
爱科幻,http://192.168.2.131:50001/TVOD/6000000006000020630/wasusyt/index.m3u8$7.2M1080_华数
爱科幻,http://192.168.2.131:50001/TVOD/2000000004000000033/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱科学,http://192.168.2.131:50001/TVOD/6000000006000160630/wasusyt/index.m3u8$7.2M1080_华数
爱科学,http://192.168.2.131:50001/TVOD/2000000004000000047/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱浪漫,http://192.168.2.131:50001/TVOD/6000000006000040630/wasusyt/index.m3u8$7.2M1080_华数
爱浪漫,http://192.168.2.131:50001/TVOD/2000000004000000035/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱历史,http://192.168.2.131:50001/TVOD/6000000006000150630/wasusyt/index.m3u8$7.2M1080_华数
爱历史,http://192.168.2.131:50001/TVOD/2000000004000000046/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱旅行,http://192.168.2.131:50001/TVOD/6000000006000250630/wasusyt/index.m3u8$7.2M1080_华数
爱旅行,http://192.168.2.131:50001/TVOD/2000000004000000056/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱奇谈,http://192.168.2.131:50001/TVOD/6000000006000270630/wasusyt/index.m3u8$7.2M1080_华数
爱奇谈,http://192.168.2.131:50001/TVOD/2000000004000000058/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱青春,http://192.168.2.131:50001/TVOD/6000000006000100630/wasusyt/index.m3u8$7.2M1080_华数
爱赛车,http://192.168.2.131:50001/TVOD/6000000006000240630/wasusyt/index.m3u8$7.2M1080_华数
爱赛车,http://192.168.2.131:50001/TVOD/2000000004000000055/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱体育,http://192.168.2.131:50001/TVOD/6000000006000290630/wasusyt/index.m3u8$7.2M1080_华数
爱体育,http://192.168.2.131:50001/TVOD/2000000004000000060/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱玩具,http://192.168.2.131:50001/TVOD/6000000006000220630/wasusyt/index.m3u8$7.2M1080_华数
爱玩具,http://192.168.2.131:50001/TVOD/2000000004000000053/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱喜剧,http://192.168.2.131:50001/TVOD/6000000006000010630/wasusyt/index.m3u8$7.2M1080_华数
爱喜剧,http://192.168.2.131:50001/TVOD/2000000004000000032/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱悬疑,http://192.168.2.131:50001/TVOD/6000000006000050630/wasusyt/index.m3u8$7.2M1080_华数
爱悬疑,http://192.168.2.131:50001/TVOD/2000000004000000036/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱幼教,http://192.168.2.131:50001/TVOD/6000000006000180630/wasusyt/index.m3u8$7.2M1080_华数
爱幼教,http://192.168.2.131:50001/TVOD/2000000004000000049/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱院线,http://192.168.2.131:50001/TVOD/6000000006000030630/wasusyt/index.m3u8$7.2M1080_华数
爱院线,http://192.168.2.131:50001/TVOD/2000000004000000034/hnbblive/index.m3u8$6.8M1080_湖南bblive

百视通频道,#genre#
华语影院,http://192.168.2.131:50001/TVOD/5000000011000288005/bestzb/index.m3u8
星光影院,http://192.168.2.131:50001/TVOD/5000000011000288013/bestzb/index.m3u8
全球大片,http://192.168.2.131:50001/TVOD/5000000011000288009/bestzb/index.m3u8
热门剧场,http://192.168.2.131:50001/TVOD/5000000011000288010/bestzb/index.m3u8
谍战剧场,http://192.168.2.131:50001/TVOD/5000000011000288004/bestzb/index.m3u8
青春动漫,http://192.168.2.131:50001/TVOD/5000000011000288008/bestzb/index.m3u8
宝宝动画,http://192.168.2.131:50001/TVOD/5000000011000288002/bestzb/index.m3u8
戏曲精选,http://192.168.2.131:50001/TVOD/5000000011000288012/bestzb/index.m3u8
热门综艺,http://192.168.2.131:50001/TVOD/5000000011000288011/bestzb/index.m3u8
健康养生,http://192.168.2.131:50001/TVOD/5000000011000288006/bestzb/index.m3u8
百变课堂,http://192.168.2.131:50001/TVOD/5000000011000288001/bestzb/index.m3u8
看天下精选,http://192.168.2.131:50001/TVOD/5000000011000288007/bestzb/index.m3u8
电竞天堂,http://192.168.2.131:50001/TVOD/5000000011000288003/bestzb/index.m3u8
百视通,http://192.168.2.131:50001/TVOD/5000000001000001116/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.2.131:50001/TVOD/5000000001000002898/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.2.131:50001/TVOD/5000000001000004876/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.2.131:50001/TVOD/5000000001000004953/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.2.131:50001/TVOD/5000000001000006777/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.2.131:50001/TVOD/5000000001000017342/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.2.131:50001/TVOD/5000000001000018009/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.2.131:50001/TVOD/5000000001000019233/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.2.131:50001/TVOD/5000000001000022620/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.2.131:50001/TVOD/5000000001000023256/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.2.131:50001/TVOD/5000000001000026930/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.2.131:50001/TVOD/2000000002000000050/hnbblive/index.m3u8$2.5M720_湖南bblive
百视通,http://192.168.2.131:50001/TVOD/2000000002000000052/hnbblive/index.m3u8$2.5M720_湖南bblive
百视通,http://192.168.2.131:50001/TVOD/2000000002000000024/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.2.131:50001/TVOD/2000000002000000025/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.2.131:50001/TVOD/2000000002000000026/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.2.131:50001/TVOD/2000000002000000027/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.2.131:50001/TVOD/2000000002000000028/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.2.131:50001/TVOD/2000000002000000029/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.2.131:50001/TVOD/2000000002000000030/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.2.131:50001/TVOD/2000000002000000049/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.2.131:50001/TVOD/2000000002000000051/hnbblive/index.m3u8$1.2M576_湖南bblive

求索频道,#genre#
求索动物,http://192.168.2.131:50001/TVOD/6000000002000010046/wasusyt/index.m3u8$8M1080_华数
求索动物,http://192.168.2.131:50001/TVOD/2000000004000000009/hnbblive/index.m3u8$7.5M1080_湖南bblive
求索纪录,http://192.168.2.131:50001/TVOD/6000000002000032052/wasusyt/index.m3u8$8M1080_华数
求索纪录,http://192.168.2.131:50001/TVOD/2000000004000000010/hnbblive/index.m3u8$7.5M1080_湖南bblive
求索科学,http://192.168.2.131:50001/TVOD/6000000002000032344/wasusyt/index.m3u8$8M1080_华数
求索科学,http://192.168.2.131:50001/TVOD/2000000004000000011/hnbblive/index.m3u8$7.5M1080_湖南bblive
求索生活,http://192.168.2.131:50001/TVOD/6000000002000003382/wasusyt/index.m3u8$8M1080_华数
求索生活,http://192.168.2.131:50001/TVOD/2000000004000000008/hnbblive/index.m3u8$7.5M1080_湖南bblive
湖南频道,#genre#
湖南卫视,http://192.168.2.131:50001/TVOD/5000000004000006692/bestzb/index.m3u8$8M1080_百视通
湖南卫视,http://192.168.2.131:50001/TVOD/6000000001000018044/wasusyt/index.m3u8$8M1080_华数
湖南卫视,http://192.168.2.131:50001/TVOD/1000000001000032695/ystenlive/index.m3u8$8M1080_易视腾
湖南卫视,http://192.168.2.131:50001/TVOD/1000000005000265024/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
湖南卫视,http://192.168.2.131:50001/TVOD/5000000010000030452/bestzb/index.m3u8$4M1080_百视通
湖南卫视,http://192.168.2.131:50001/TVOD/1000000001000009115/ystenlive/index.m3u8$4M1080_易视腾
湖南茶频道,http://192.168.2.131:50001/TVOD/5000000011000031209/bestzb/index.m3u8$6.8M1080_百视通
湖南茶频道,http://192.168.2.131:50001/TVOD/2000000002000000070/hnbblive/index.m3u8$6.8M1080_湖南bblive
湖南金鹰纪实,http://192.168.2.131:50001/TVOD/5000000011000031203/bestzb/index.m3u8$6.8M1080_百视通
湖南金鹰纪实,http://192.168.2.131:50001/TVOD/1000000002000011724/ystenlive/index.m3u8$4M576_易视腾
湖南金鹰卡通,http://192.168.2.131:50001/TVOD/1000000002000016601/ystenlive/index.m3u8$4M576_易视腾
湖南金鹰卡通,http://192.168.2.131:50001/TVOD/5000000006000040024/bestzb/index.m3u8$4M540_百视通
湖南金鹰卡通,http://192.168.2.131:50001/TVOD/6000000003000016791/wasusyt/index.m3u8$1.8M576_华数
湖南快乐垂钓,http://192.168.2.131:50001/TVOD/5000000011000031206/bestzb/index.m3u8$6.8M1080_百视通
湖南快乐垂钓,http://192.168.2.131:50001/TVOD/2000000002000000067/hnbblive/index.m3u8$6.8M1080_湖南bblive
湖南爱晚,http://192.168.2.131:50001/TVOD/6307875884530512195/hnbblive/index.m3u8
湖南电视剧,http://192.168.2.131:50001/TVOD/8765482907954673867/hnbblive/index.m3u8
湖南电影,http://192.168.2.131:50001/TVOD/7884242846753128038/hnbblive/index.m3u8
湖南都市,http://192.168.2.131:50001/TVOD/4682579636905393407/hnbblive/index.m3u8
湖南国际,http://192.168.2.131:50001/TVOD/5015828848322021526/hnbblive/index.m3u8
湖南经视,http://192.168.2.131:50001/TVOD/6306119848317438256/hnbblive/index.m3u8
湖南经视,http://192.168.2.131:50001/TVOD/7766420291569067385/hnbblive/index.m3u8
湖南娱乐,http://192.168.2.131:50001/TVOD/6427893650335440392/hnbblive/index.m3u8



咪咕体育,#genre#

咪咕视频_8M1080_咪视通-1,http://192.168.2.131:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-2,http://192.168.2.131:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-3,http://192.168.2.131:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-4,http://192.168.2.131:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-5,http://192.168.2.131:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-6,http://192.168.2.131:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-7,http://192.168.2.131:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-8,http://192.168.2.131:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-9,http://192.168.2.131:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-10,http://192.168.2.131:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-11,http://192.168.2.131:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-12,http://192.168.2.131:35455/itv/3000000020000011518.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-13,http://192.168.2.131:35455/itv/3000000020000011519.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-14,http://192.168.2.131:35455/itv/3000000020000011520.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-15,http://192.168.2.131:35455/itv/3000000020000011521.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-16,http://192.168.2.131:35455/itv/3000000020000011522.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-17,http://192.168.2.131:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-18,http://192.168.2.131:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-19,http://192.168.2.131:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-20,http://192.168.2.131:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-21,http://192.168.2.131:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-22,http://192.168.2.131:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-23,http://192.168.2.131:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-24,http://192.168.2.131:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-25,http://192.168.2.131:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-26,http://192.168.2.131:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-27,http://192.168.2.131:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-28,http://192.168.2.131:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-29,http://192.168.2.131:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-30,http://192.168.2.131:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-31,http://192.168.2.131:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-32,http://192.168.2.131:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-33,http://192.168.2.131:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-34,http://192.168.2.131:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-35,http://192.168.2.131:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-36,http://192.168.2.131:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-37,http://192.168.2.131:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-38,http://192.168.2.131:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-39,http://192.168.2.131:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-40,http://192.168.2.131:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-41,http://192.168.2.131:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-42,http://192.168.2.131:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-43,http://192.168.2.131:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-44,http://192.168.2.131:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-45,http://192.168.2.131:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
咪咕视频_8M1080_湖南bblive-1,http://192.168.2.131:35455/itv/2000000003000000060.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-2,http://192.168.2.131:35455/itv/2000000003000000061.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-3,http://192.168.2.131:35455/itv/2000000003000000062.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-4,http://192.168.2.131:35455/itv/2000000003000000063.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-5,http://192.168.2.131:35455/itv/2000000003000000064.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-6,http://192.168.2.131:35455/itv/2000000003000000065.m3u8?cdn=hnbblive
咪咕视频_8M1080_易视腾-1,http://192.168.2.131:35455/itv/1000000006000270001.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-2,http://192.168.2.131:35455/itv/1000000006000270002.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-3,http://192.168.2.131:35455/itv/1000000006000270003.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-4,http://192.168.2.131:35455/itv/1000000006000270004.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-5,http://192.168.2.131:35455/itv/1000000006000270005.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-6,http://192.168.2.131:35455/itv/1000000006000270006.m3u8?cdn=ystenlive
咪咕全民热练,http://192.168.2.131:50001/TVOD/2000000003000000068/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕全民热练,http://192.168.2.131:50001/TVOD/1000000006000270007/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.2.131:50001/TVOD/3000000020000011528/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000020000011529/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000020000011530/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000020000011531/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/2000000003000000060/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.2.131:50001/TVOD/2000000003000000061/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.2.131:50001/TVOD/2000000003000000062/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.2.131:50001/TVOD/2000000003000000063/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.2.131:50001/TVOD/2000000003000000064/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.2.131:50001/TVOD/2000000003000000065/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.2.131:50001/TVOD/1000000006000270001/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.2.131:50001/TVOD/1000000006000270002/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.2.131:50001/TVOD/1000000006000270003/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.2.131:50001/TVOD/1000000006000270004/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.2.131:50001/TVOD/1000000006000270005/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.2.131:50001/TVOD/1000000006000270006/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000000097/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000002019/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000002809/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000003915/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000004193/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000006077/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000006658/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000009788/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000010833/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000011297/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000011518/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000012558/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000012616/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000015470/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000015560/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000017678/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000019839/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000021904/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000023434/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000025380/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000027691/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.2.131:50001/TVOD/3000000010000031669/FifastbLive/index.m3u8$5M1080_咪视通

生活,#genre#

 Nero爱酱,http://192.168.2.131:35455/bilibili/26701152
 是王小白呀,http://192.168.2.131:35455/bilibili/22644104
 魈格Yezpi,http://192.168.2.131:35455/bilibili/26941523
 Roxycat猫姐,http://192.168.2.131:35455/bilibili/169111
 箱滨Bin,http://192.168.2.131:35455/bilibili/4974131
 陈柏苏,http://192.168.2.131:35455/bilibili/32181226
 海东鉴宝,http://192.168.2.131:35455/bilibili/26935393
 Ren丫,http://192.168.2.131:35455/bilibili/30885510
 胖团来了,http://192.168.2.131:35455/bilibili/27438756
 fairy和小猫,http://192.168.2.131:35455/bilibili/31019228
 kanibep,http://192.168.2.131:35455/bilibili/174130
 潮夕塔罗,http://192.168.2.131:35455/bilibili/6635814
 长腿的萝北,http://192.168.2.131:35455/bilibili/14964808
 幼稚好无聊,http://192.168.2.131:35455/bilibili/1982632047
 橙子没有汁_,http://192.168.2.131:35455/bilibili/1861371970
 丧气的维吉尔,http://192.168.2.131:35455/bilibili/1410279
 请喝苦茶,http://192.168.2.131:35455/bilibili/1841954084
 疾空旋风狗,http://192.168.2.131:35455/bilibili/23849340
 听风的蚕,http://192.168.2.131:35455/bilibili/1824228096
 一只滑稽的Fresh,http://192.168.2.131:35455/bilibili/8015960
 金澄蟹韵,http://192.168.2.131:35455/bilibili/27872420
 Y二S11,http://192.168.2.131:35455/bilibili/24870813
 ghh0319,http://192.168.2.131:35455/bilibili/11207157
 斗师傅好茶,http://192.168.2.131:35455/bilibili/30430503
 秋簌簌簌,http://192.168.2.131:35455/bilibili/1495785
 Nijinsky-,http://192.168.2.131:35455/bilibili/21314623
 星岛珍珠开蚌,http://192.168.2.131:35455/bilibili/1718151644
 锦侠仙子JXxz,http://192.168.2.131:35455/bilibili/7544643
 究极测试,http://192.168.2.131:35455/bilibili/30677116
 锅锅十八,http://192.168.2.131:35455/bilibili/1754794049
 秋秋秋夜璇,http://192.168.2.131:35455/bilibili/1858891
 -余怂怂-,http://192.168.2.131:35455/bilibili/25048154
 欢欢的放映姬,http://192.168.2.131:35455/bilibili/30401859
 索松村大空里民宿,http://192.168.2.131:35455/bilibili/23046729
 增殖秩序,http://192.168.2.131:35455/bilibili/109352
 缘影命理堂,http://192.168.2.131:35455/bilibili/1785600479
 雨茗Amara,http://192.168.2.131:35455/bilibili/79685
 不开大的识宝,http://192.168.2.131:35455/bilibili/32075261
 莫奈塔罗,http://192.168.2.131:35455/bilibili/27010772
 貞语,http://192.168.2.131:35455/bilibili/1836719867
 大话乒羽,http://192.168.2.131:35455/bilibili/32089460
 桑禹涵Sky,http://192.168.2.131:35455/bilibili/23060203
 蛮幺幺,http://192.168.2.131:35455/bilibili/1945806396
 钻石林老五丶,http://192.168.2.131:35455/bilibili/21544607
 深漂外卖仔,http://192.168.2.131:35455/bilibili/21564577
 白马飞飞520,http://192.168.2.131:35455/bilibili/1127105
 乔兮kkk,http://192.168.2.131:35455/bilibili/22830098
 雕真人,http://192.168.2.131:35455/bilibili/1728618812
 阿芙萝拉-Aphrora,http://192.168.2.131:35455/bilibili/32487182
 冰块子LyRan,http://192.168.2.131:35455/bilibili/22329861
 三昧爱占占塔罗,http://192.168.2.131:35455/bilibili/30878511
 照衣,http://192.168.2.131:35455/bilibili/75452
 fdodo,http://192.168.2.131:35455/bilibili/4040804
 万能的凯凯,http://192.168.2.131:35455/bilibili/24022249
 花と令,http://192.168.2.131:35455/bilibili/22712278
 蝃蝀糖,http://192.168.2.131:35455/bilibili/1472924
 huaano,http://192.168.2.131:35455/bilibili/6490410
